City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
324,alamogordo,32.8995,-105.9603,298.68,20,0,4.63,US,1682369430
325,san julian,21.0167,-102.1667,301.84,8,16,8.65,MX,1682369430
326,agat village,13.3886,144.6585,300.21,92,0,3.6,GU,1682369431
327,aguada de pasajeros,22.385,-80.8508,304.91,39,37,5.03,CU,1682369431
328,monchegorsk,67.9397,32.8739,267.28,87,19,1.16,RU,1682369431
329,necochea,-38.5473,-58.7368,290.89,71,22,4.29,AR,1682369432
330,mumbwa,-14.9783,27.0619,293.52,52,100,3.66,ZM,1682369432
331,praia da vitoria,38.7333,-27.0667,292.29,77,20,5.55,PT,1682369432
332,zahedan,29.4963,60.8629,291.1,32,0,2.06,IR,1682369107
333,panaba,21.2833,-88.2667,309.7,30,92,3.33,MX,1682369433
334,taourirt,34.4073,-2.8973,294.54,41,0,2.35,MA,1682369433
335,wynyard,-41.0,145.7167,283.69,97,12,2.25,AU,1682369434
336,kaspiyskiy,45.3929,47.3707,286.74,74,98,2.44,RU,1682369434
337,petrolina,-9.3986,-40.5008,303.18,48,20,2.57,BR,1682369434
338,yulinshi,38.2906,109.7494,278.38,77,5,2.74,CN,1682369435
339,n'zeto,-7.2312,12.8666,299.34,92,99,3.12,AO,1682369435
340,daryapur,20.9333,77.3333,303.74,27,88,2.61,IN,1682369435
341,golyshmanovo,56.3979,68.3728,277.23,54,100,2.55,RU,1682369435
342,longyearbyen,78.2186,15.6401,264.06,73,0,4.12,SJ,1682369436
343,concordia,-31.393,-58.0209,295.25,82,100,2.06,AR,1682369436
344,nuku'alofa,-21.1333,-175.2,298.34,83,75,0.51,TO,1682369437
345,smithers,54.7804,-127.1743,284.33,37,40,6.17,CA,1682369437
346,kampong cham,11.9934,105.4635,301.5,67,33,2.94,KH,1682369437
347,kilinochchi,9.3961,80.3982,299.08,90,93,2.54,LK,1682369438
348,lebu,-37.6167,-73.65,287.04,76,42,1.78,CL,1682369438
349,suva,-18.1416,178.4415,296.86,94,20,2.06,FJ,1682369438
350,mundri,-6.9558,111.71,297.24,93,100,1.36,ID,1682369438
351,aleksandrov gay,50.147,48.5704,286.08,90,100,7.31,RU,1682369439
352,sao jose de ribamar,-2.5619,-44.0542,300.36,80,91,6.24,BR,1682369439
353,trenggalek,-8.05,111.7167,297.28,93,76,0.76,ID,1682369439
354,kapuskasing,49.4169,-82.4331,273.2,80,100,5.14,CA,1682369440
355,cockburn town,21.4612,-71.1419,298.67,72,15,3.87,TC,1682369440
356,pakala,13.4667,79.1167,298.94,86,100,4.36,IN,1682369440
357,egilsstadir,65.2653,-14.3948,272.1,69,75,6.69,IS,1682369441
358,tucuma,-0.1833,-50.05,298.79,87,57,3.16,BR,1682369441
359,rio grande,-32.035,-52.0986,297.21,77,10,6.96,BR,1682369427
360,labrador city,52.9463,-66.9114,283.1,43,0,3.6,CA,1682369442
361,port shepstone,-30.7414,30.455,295.6,81,100,2.25,ZA,1682369442
362,fuxin,42.0156,121.6589,284.39,50,100,6.04,CN,1682369442
363,izluchinsk,60.9794,76.9242,269.16,79,87,6.76,RU,1682369443
364,newman,37.3138,-121.0208,299.29,35,17,2.24,US,1682369443
